source,job_title,company_name,job_location,job_type,category,salary_min,salary_max,salary_avg,salary_range,salary_currency,experience_required,education_required,skills_required,job_description
Khmer24,Project Manager,Crs Cambodia,Battambang,Full-time,Ngo & Development,442,5291,2866.5,4849,USD,0,master,ms office; khmer; m&e,"We are looking for a talented Project Manager to join our team at CRS Cambodia. The candidate will be responsible for contributing to our ngo & development operations in Battambang. Required skills include: ms office, khmer, m&e. No experience required — training provided. Education: Master degree or equivalent preferred."
CamHR,Bookkeeper,Deloitte Cambodia,Battambang,Internship,Accounting & Audit,420,5277,2848.5,4857,USD,0,master,sage; attention to detail; financial reporting; excel; english; khmer; tax law; quickbooks,"We are looking for a talented Bookkeeper to join our team at Deloitte Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Battambang. This is an internship opportunity suitable for fresh graduates. Required skills include: sage, attention to detail, financial reporting. No experience required — training provided. Education: Master degree or equivalent preferred."
CamHR,Foreman,Worldbridge Group,Phnom Penh,Internship,Construction & Engineering,289.51,4330.49,2310,4040.98,USD,0,high school,safety management; surveying; ms project,"We are looking for a talented Foreman to join our team at WorldBridge Group. The candidate will be responsible for contributing to our construction & engineering operations in Phnom Penh. This is an internship opportunity suitable for fresh graduates. Required skills include: safety management, surveying, ms project. No experience required — training provided. Education: High School degree or equivalent preferred."
Khmer24,Child Protection Officer,World Vision Cambodia,Phnom Penh,Full-time,Ngo & Development,468,5686,3077,5218,USD,2,master,report writing; m&e; english; donor relations; community engagement,"We are looking for a talented Child Protection Officer to join our team at World Vision Cambodia. The candidate will be responsible for contributing to our ngo & development operations in Phnom Penh. Required skills include: report writing, m&e, english. Minimum 2 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
Khmer24,Compliance Officer,Canadia Bank,Mondulkiri,Full-time,Banking & Finance,,,,,,1,bachelor,customer service; credit analysis; risk management; excel; bloomberg; financial modeling; loan processing; english,"We are looking for a talented Compliance Officer to join our team at Canadia Bank. The candidate will be responsible for contributing to our banking & finance operations in Mondulkiri. Required skills include: customer service, credit analysis, risk management. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Ui/Ux Designer,Mango Tango,Phnom Penh,Freelance,Technology & It,419.51,5766.34,3092.925,5346.83,USD,1,bachelor,linux; react,"We are looking for a talented UI/UX Designer to join our team at Mango Tango. The candidate will be responsible for contributing to our technology & it operations in Phnom Penh. Required skills include: linux, react. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Chief Accountant,Bdo Cambodia,Takeo,Full-time,Accounting & Audit,404,3983,2193.5,3579,USD,5,bachelor,erp; sage; attention to detail; accounting standards,"We are looking for a talented Chief Accountant to join our team at BDO Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Takeo. Required skills include: erp, sage, attention to detail. Minimum 5 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Executive Chef,Raffles Hotel,Phnom Penh,Full-time,Hospitality & Tourism,,,,,,3,bachelor,opera pms; teamwork; hotel management; customer service,"We are looking for a talented Executive Chef to join our team at Raffles Hotel. The candidate will be responsible for contributing to our hospitality & tourism operations in Phnom Penh. Required skills include: opera pms, teamwork, hotel management. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Dyeing Technician,Tonlé Cambodia,Phnom Penh,Full-time,Garment & Textile,143,933,538,790,USD,2,bachelor,machine operation; teamwork,"We are looking for a talented Dyeing Technician to join our team at Tonlé Cambodia. The candidate will be responsible for contributing to our garment & textile operations in Phnom Penh. Required skills include: machine operation, teamwork. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Compliance Officer,Amk Microfinance,Takeo,Internship,Banking & Finance,352.2,4061.46,2206.83,3709.26,USD,0,master,english; bloomberg,"We are looking for a talented Compliance Officer to join our team at AMK Microfinance. The candidate will be responsible for contributing to our banking & finance operations in Takeo. This is an internship opportunity suitable for fresh graduates. Required skills include: english, bloomberg. No experience required — training provided. Education: Master degree or equivalent preferred."
BongThom,English Teacher,Norton University,Remote,Full-time,Education & Training,399,3476,1937.5,3077,USD,4,master,khmer; english,"We are looking for a talented English Teacher to join our team at Norton University. The candidate will be responsible for contributing to our education & training operations in Remote. Required skills include: khmer, english. Minimum 4 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
CamHR,Video Editor,Khmertimes,Phnom Penh,Full-time,Media & Marketing,357,2316,1336.5,1959,USD,1,master,seo; facebook ads; english,"We are looking for a talented Video Editor to join our team at KhmerTimes. The candidate will be responsible for contributing to our media & marketing operations in Phnom Penh. Required skills include: seo, facebook ads, english. Minimum 1 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
BongThom,Property Manager,Real Estate 7,Remote,Contract,Real Estate,245,3816,2030.5,3571,USD,4,high school,market research; ms office; negotiation; networking; english; real estate law; valuation; communication,"We are looking for a talented Property Manager to join our team at Real Estate 7. The candidate will be responsible for contributing to our real estate operations in Remote. Required skills include: market research, ms office, negotiation. Minimum 4 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
Khmer24,Tax Consultant,Rsm Cambodia,Phnom Penh,Internship,Accounting & Audit,313,5520,2916.5,5207,USD,0,PhD,quickbooks; accounting standards; excel,"We are looking for a talented Tax Consultant to join our team at RSM Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Phnom Penh. This is an internship opportunity suitable for fresh graduates. Required skills include: quickbooks, accounting standards, excel. No experience required — training provided. Education: Phd degree or equivalent preferred."
Khmer24,Cybersecurity Analyst,Nssf Cambodia,Takeo,Internship,Technology & It,384,4116,2250,3732,USD,0,high school,docker; php; node.js; react; java; python,"We are looking for a talented Cybersecurity Analyst to join our team at NSSF Cambodia. The candidate will be responsible for contributing to our technology & it operations in Takeo. This is an internship opportunity suitable for fresh graduates. Required skills include: docker, php, node.js. No experience required — training provided. Education: High School degree or equivalent preferred."
Khmer24,Site Inspector,Cbre Cambodia,Takeo,Full-time,Real Estate,399.02,4098.29,2248.655,3699.27,USD,5,bachelor,market research; networking; khmer,"We are looking for a talented Site Inspector to join our team at CBRE Cambodia. The candidate will be responsible for contributing to our real estate operations in Takeo. Required skills include: market research, networking, khmer. Minimum 5 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Loan Officer,Lolc Cambodia,Phnom Penh,Full-time,Banking & Finance,321.95,3129.76,1725.855,2807.81,USD,1,bachelor,bloomberg; sql; khmer,"We are looking for a talented Loan Officer to join our team at LOLC Cambodia. The candidate will be responsible for contributing to our banking & finance operations in Phnom Penh. Required skills include: bloomberg, sql, khmer. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Food Safety Officer,Lot 369,Phnom Penh,Full-time,Food & Beverage,,,,,,0,none,pos; barista skills; food safety; khmer; customer service; physical fitness; kitchen management,"We are looking for a talented Food Safety Officer to join our team at Lot 369. The candidate will be responsible for contributing to our food & beverage operations in Phnom Penh. Required skills include: pos, barista skills, food safety. No experience required — training provided. Education: None degree or equivalent preferred."
Khmer24,Software Developer,Kalibrr Cambodia,Phnom Penh,Contract,Technology & It,711,10716,5713.5,10005,USD,6,bachelor,php; mysql; javascript,"We are looking for a talented Software Developer to join our team at Kalibrr Cambodia. The candidate will be responsible for contributing to our technology & it operations in Phnom Penh. Required skills include: php, mysql, javascript. Minimum 6 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,It Support Officer,Nssf Cambodia,Phnom Penh,Full-time,Technology & It,477,7278,3877.5,6801,USD,3,bachelor,api development; flutter; node.js; java; mongodb; python; php; git,"We are looking for a talented IT Support Officer to join our team at NSSF Cambodia. The candidate will be responsible for contributing to our technology & it operations in Phnom Penh. Required skills include: api development, flutter, node.js. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Compensation & Benefits Analyst,Peoplelink,Siem Reap,Full-time,Human Resources,327,2855,1591,2528,USD,0,bachelor,english; communication; hris,"We are looking for a talented Compensation & Benefits Analyst to join our team at PeopleLink. The candidate will be responsible for contributing to our human resources operations in Siem Reap. Required skills include: english, communication, hris. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
BongThom,Production Supervisor,Kingmaker Footwear,Preah Vihear,Part-time,Manufacturing,,,,,,5,high school,report writing; khmer; inventory; teamwork; machine operation; quality control; physical fitness,"We are looking for a talented Production Supervisor to join our team at Kingmaker Footwear. The candidate will be responsible for contributing to our manufacturing operations in Preah Vihear. Required skills include: report writing, khmer, inventory. Minimum 5 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
Khmer24,Property Manager,Real Estate 7,Kratié,Full-time,Real Estate,366,3035,1700.5,2669,USD,4,high school,customer service; khmer; valuation; market research; networking; ms office,"We are looking for a talented Property Manager to join our team at Real Estate 7. The candidate will be responsible for contributing to our real estate operations in Kratié. Required skills include: customer service, khmer, valuation. Minimum 4 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
BongThom,Account Manager,Aeon Mall,Sihanoukville,Full-time,Retail & Sales,,,,,,1,bachelor,english; pos system; target driven; communication; customer service; sales; negotiation,"We are looking for a talented Account Manager to join our team at AEON Mall. The candidate will be responsible for contributing to our retail & sales operations in Sihanoukville. Required skills include: english, pos system, target driven. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Product Promoter,Aeon Mall,Siem Reap,Full-time,Retail & Sales,245,3233,1739,2988,USD,4,master,sales; english,"We are looking for a talented Product Promoter to join our team at AEON Mall. The candidate will be responsible for contributing to our retail & sales operations in Siem Reap. Required skills include: sales, english. Minimum 4 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
BongThom,Brand Manager,Ctn Tv,Phnom Penh,Full-time,Media & Marketing,329,2573,1451,2244,USD,0,master,analytics; video editing; facebook ads,"We are looking for a talented Brand Manager to join our team at CTN TV. The candidate will be responsible for contributing to our media & marketing operations in Phnom Penh. Required skills include: analytics, video editing, facebook ads. No experience required — training provided. Education: Master degree or equivalent preferred."
KhmerOnline,Freight Forwarder,Crown Relocations,Sihanoukville,Contract,Logistics & Transport,352,2799,1575.5,2447,USD,2,PhD,warehouse management; english; supply chain; logistics; inventory; excel; customs clearance,"We are looking for a talented Freight Forwarder to join our team at Crown Relocations. The candidate will be responsible for contributing to our logistics & transport operations in Sihanoukville. Required skills include: warehouse management, english, supply chain. Minimum 2 year(s) of relevant experience required. Education: Phd degree or equivalent preferred."
CamHR,Health Educator,Calmette Hospital,Kampot,Internship,Healthcare,,,,,,0,bachelor,first aid; khmer; patient care; english; infection control,"We are looking for a talented Health Educator to join our team at Calmette Hospital. The candidate will be responsible for contributing to our healthcare operations in Kampot. This is an internship opportunity suitable for fresh graduates. Required skills include: first aid, khmer, patient care. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
CamHR,Medical Doctor,Calmette Hospital,Phnom Penh,Full-time,Healthcare,486.83,6311.95,3399.39,5825.12,USD,3,bachelor,english; infection control,"We are looking for a talented Medical Doctor to join our team at Calmette Hospital. The candidate will be responsible for contributing to our healthcare operations in Phnom Penh. Required skills include: english, infection control. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Network Engineer,Sabay Digital,Takeo,Full-time,Technology & It,602,11152,5877,10550,USD,4,bachelor,sql; node.js; flutter; mongodb; php; javascript; linux,"We are looking for a talented Network Engineer to join our team at Sabay Digital. The candidate will be responsible for contributing to our technology & it operations in Takeo. Required skills include: sql, node.js, flutter. Minimum 4 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Irrigation Technician,Mekong Agriculture,Mondulkiri,Full-time,Agriculture & Farming,137,803,470,666,USD,1,none,teamwork; report writing; gis; pest control,"We are looking for a talented Irrigation Technician to join our team at Mekong Agriculture. The candidate will be responsible for contributing to our agriculture & farming operations in Mondulkiri. Required skills include: teamwork, report writing, gis. Minimum 1 year(s) of relevant experience required. Education: None degree or equivalent preferred."
KhmerOnline,Network Engineer,Digital Jungle,Kratié,Full-time,Technology & It,578,9937,5257.5,9359,USD,5,bachelor,api development; javascript; git; mysql; mongodb; python; react,"We are looking for a talented Network Engineer to join our team at Digital Jungle. The candidate will be responsible for contributing to our technology & it operations in Kratié. Required skills include: api development, javascript, git. Minimum 5 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Quantity Surveyor,Borey Peng Huoth,Phnom Penh,Freelance,Construction & Engineering,621,5580,3100.5,4959,USD,5,high school,surveying; english,"We are looking for a talented Quantity Surveyor to join our team at Borey Peng Huoth. The candidate will be responsible for contributing to our construction & engineering operations in Phnom Penh. Required skills include: surveying, english. Minimum 5 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
BongThom,Nurse,Camtech,Remote,Full-time,Healthcare,377,6193,3285,5816,USD,2,PhD,clinical assessment; first aid; emr systems; english; empathy; medical terminology,"We are looking for a talented Nurse to join our team at CamTech. The candidate will be responsible for contributing to our healthcare operations in Remote. Required skills include: clinical assessment, first aid, emr systems. Minimum 2 year(s) of relevant experience required. Education: Phd degree or equivalent preferred."
KhmerOnline,Frontend Developer,Digital Jungle,Siem Reap,Freelance,Technology & It,561,6448,3504.5,5887,USD,1,bachelor,docker; flutter; linux; sql; mysql; javascript,"We are looking for a talented Frontend Developer to join our team at Digital Jungle. The candidate will be responsible for contributing to our technology & it operations in Siem Reap. Required skills include: docker, flutter, linux. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Brand Manager,Cambodianess,Sihanoukville,Contract,Media & Marketing,357,2984,1670.5,2627,USD,2,PhD,video editing; google ads; content writing; english; photoshop; canva; analytics; facebook ads,"We are looking for a talented Brand Manager to join our team at Cambodianess. The candidate will be responsible for contributing to our media & marketing operations in Sihanoukville. Required skills include: video editing, google ads, content writing. Minimum 2 year(s) of relevant experience required. Education: Phd degree or equivalent preferred."
CamHR,Housekeeping Supervisor,Heritage Suites,Battambang,Full-time,Hospitality & Tourism,342,3569,1955.5,3227,USD,7,high school,f&b service; english; opera pms; communication,"We are looking for a talented Housekeeping Supervisor to join our team at Heritage Suites. The candidate will be responsible for contributing to our hospitality & tourism operations in Battambang. Required skills include: f&b service, english, opera pms. Minimum 7 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
KhmerOnline,Microfinance Officer,Wing Bank,Phnom Penh,Internship,Banking & Finance,479,4270,2374.5,3791,USD,0,bachelor,financial modeling; credit analysis; khmer; bloomberg; excel; risk management; loan processing,"We are looking for a talented Microfinance Officer to join our team at Wing Bank. The candidate will be responsible for contributing to our banking & finance operations in Phnom Penh. This is an internship opportunity suitable for fresh graduates. Required skills include: financial modeling, credit analysis, khmer. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
Khmer24,Logistics Coordinator,Toll Group,Remote,Full-time,Logistics & Transport,299,2185,1242,1886,USD,3,bachelor,khmer; logistics; excel; customs clearance; supply chain; erp,"We are looking for a talented Logistics Coordinator to join our team at Toll Group. The candidate will be responsible for contributing to our logistics & transport operations in Remote. Required skills include: khmer, logistics, excel. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Early Childhood Educator,Build Bright University,Siem Reap,Contract,Education & Training,399,3930,2164.5,3531,USD,0,PhD,patience; khmer; lesson planning,"We are looking for a talented Early Childhood Educator to join our team at BUILD Bright University. The candidate will be responsible for contributing to our education & training operations in Siem Reap. Required skills include: patience, khmer, lesson planning. No experience required — training provided. Education: Phd degree or equivalent preferred."
Khmer24,Cashier,Totalenergies,Kampot,Full-time,Retail & Sales,236,2434,1335,2198,USD,1,master,customer service; negotiation; product knowledge; sales; english; ms office,"We are looking for a talented Cashier to join our team at TotalEnergies. The candidate will be responsible for contributing to our retail & sales operations in Kampot. Required skills include: customer service, negotiation, product knowledge. Minimum 1 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
BongThom,Tour Guide,Park Hyatt Siem Reap,Takeo,Full-time,Hospitality & Tourism,390,5283,2836.5,4893,USD,1,PhD,english; chinese; customer service; khmer; hotel management; opera pms; f&b service,"We are looking for a talented Tour Guide to join our team at Park Hyatt Siem Reap. The candidate will be responsible for contributing to our hospitality & tourism operations in Takeo. Required skills include: english, chinese, customer service. Minimum 1 year(s) of relevant experience required. Education: Phd degree or equivalent preferred."
BongThom,Foreman,Canadia Tower,Kampong Cham,Full-time,Construction & Engineering,383.66,5711.46,3047.56,5327.8,USD,1,bachelor,project management; negotiation; ms project,"We are looking for a talented Foreman to join our team at Canadia Tower. The candidate will be responsible for contributing to our construction & engineering operations in Kampong Cham. Required skills include: project management, negotiation, ms project. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Irrigation Technician,Khmer Foods,Remote,Freelance,Agriculture & Farming,171,1668,919.5,1497,USD,2,high school,field work; agribusiness; report writing; pest control,"We are looking for a talented Irrigation Technician to join our team at Khmer Foods. The candidate will be responsible for contributing to our agriculture & farming operations in Remote. Required skills include: field work, agribusiness, report writing. Minimum 2 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
KhmerOnline,Cybersecurity Analyst,Digital Jungle,Kampong Cham,Contract,Technology & It,691,5066,2878.5,4375,USD,1,bachelor,php; linux; flutter; mongodb; git; java; mysql,"We are looking for a talented Cybersecurity Analyst to join our team at Digital Jungle. The candidate will be responsible for contributing to our technology & it operations in Kampong Cham. Required skills include: php, linux, flutter. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
BongThom,Sales Executive,Totalenergies,Sihanoukville,Full-time,Retail & Sales,214,2065,1139.5,1851,USD,0,bachelor,negotiation; pos system; product knowledge,"We are looking for a talented Sales Executive to join our team at TotalEnergies. The candidate will be responsible for contributing to our retail & sales operations in Sihanoukville. Required skills include: negotiation, pos system, product knowledge. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Agricultural Officer,Green Trade,Phnom Penh,Full-time,Agriculture & Farming,224,1425,824.5,1201,USD,0,bachelor,khmer; report writing; irrigation; gis; field work; pest control; agribusiness,"We are looking for a talented Agricultural Officer to join our team at Green Trade. The candidate will be responsible for contributing to our agriculture & farming operations in Phnom Penh. Required skills include: khmer, report writing, irrigation. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
BongThom,Branch Manager,Canadia Bank,Remote,Internship,Banking & Finance,397,4691,2544,4294,USD,0,bachelor,khmer; loan processing,"We are looking for a talented Branch Manager to join our team at Canadia Bank. The candidate will be responsible for contributing to our banking & finance operations in Remote. This is an internship opportunity suitable for fresh graduates. Required skills include: khmer, loan processing. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Internal Auditor,Ey Cambodia,Siem Reap,Part-time,Accounting & Audit,,,,,,3,master,accounting standards; khmer; excel; erp,"We are looking for a talented Internal Auditor to join our team at EY Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Siem Reap. Required skills include: accounting standards, khmer, excel. Minimum 3 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
CamHR,F&B Attendant,Belmond La Résidence,Siem Reap,Internship,Hospitality & Tourism,,,,,,0,bachelor,communication; teamwork; opera pms; english; customer service; event management; khmer; chinese,"We are looking for a talented F&B Attendant to join our team at Belmond La Résidence. The candidate will be responsible for contributing to our hospitality & tourism operations in Siem Reap. This is an internship opportunity suitable for fresh graduates. Required skills include: communication, teamwork, opera pms. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
Khmer24,English Teacher,Zaman University,Kandal,Full-time,Education & Training,387,3502,1944.5,3115,USD,4,bachelor,english; ms office; communication; lesson planning; curriculum design; patience; khmer; classroom management,"We are looking for a talented English Teacher to join our team at Zaman University. The candidate will be responsible for contributing to our education & training operations in Kandal. Required skills include: english, ms office, communication. Minimum 4 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,University Lecturer,Ifl University,Remote,Internship,Education & Training,383,3550,1966.5,3167,USD,0,PhD,english; lesson planning; curriculum design; patience; classroom management; reporting; communication,"We are looking for a talented University Lecturer to join our team at IFL University. The candidate will be responsible for contributing to our education & training operations in Remote. This is an internship opportunity suitable for fresh graduates. Required skills include: english, lesson planning, curriculum design. No experience required — training provided. Education: Phd degree or equivalent preferred."
KhmerOnline,Visual Merchandiser,Totalenergies,Takeo,Full-time,Retail & Sales,179,3134,1656.5,2955,USD,3,bachelor,customer service; pos system; khmer; english; target driven,"We are looking for a talented Visual Merchandiser to join our team at TotalEnergies. The candidate will be responsible for contributing to our retail & sales operations in Takeo. Required skills include: customer service, pos system, khmer. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Brand Manager,Khmertimes,Sihanoukville,Internship,Media & Marketing,259,2073,1166,1814,USD,0,high school,photoshop; illustrator; seo; google ads; english; video editing; canva,"We are looking for a talented Brand Manager to join our team at KhmerTimes. The candidate will be responsible for contributing to our media & marketing operations in Sihanoukville. This is an internship opportunity suitable for fresh graduates. Required skills include: photoshop, illustrator, seo. No experience required — training provided. Education: High School degree or equivalent preferred."
KhmerOnline,Devops Engineer,Sabay Digital,Battambang,Contract,Technology & It,601,10948,5774.5,10347,USD,4,bachelor,javascript; mysql; linux; flutter; php; react,"We are looking for a talented DevOps Engineer to join our team at Sabay Digital. The candidate will be responsible for contributing to our technology & it operations in Battambang. Required skills include: javascript, mysql, linux. Minimum 4 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Microfinance Officer,Aba Bank,Phnom Penh,Full-time,Banking & Finance,518,4788,2653,4270,USD,0,master,english; sql; customer service; excel,"We are looking for a talented Microfinance Officer to join our team at ABA Bank. The candidate will be responsible for contributing to our banking & finance operations in Phnom Penh. Required skills include: english, sql, customer service. No experience required — training provided. Education: Master degree or equivalent preferred."
Khmer24,Access Control Officer,Securitas Cambodia,Battambang,Full-time,Security & Safety,,,,,,1,none,integrity; vigilance; physical fitness; teamwork,"We are looking for a talented Access Control Officer to join our team at Securitas Cambodia. The candidate will be responsible for contributing to our security & safety operations in Battambang. Required skills include: integrity, vigilance, physical fitness. Minimum 1 year(s) of relevant experience required. Education: None degree or equivalent preferred."
CamHR,Wash Officer,Plan International,Ratanakiri,Internship,Ngo & Development,365,4139,2252,3774,USD,0,bachelor,project management; community engagement; m&e; english; ms office; khmer; data collection; donor relations,"We are looking for a talented WASH Officer to join our team at Plan International. The candidate will be responsible for contributing to our ngo & development operations in Ratanakiri. This is an internship opportunity suitable for fresh graduates. Required skills include: project management, community engagement, m&e. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
CamHR,Program Officer,Plan International,Kandal,Internship,Ngo & Development,333,4469,2401,4136,USD,0,bachelor,donor relations; project management; data collection,"We are looking for a talented Program Officer to join our team at Plan International. The candidate will be responsible for contributing to our ngo & development operations in Kandal. This is an internship opportunity suitable for fresh graduates. Required skills include: donor relations, project management, data collection. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
CamHR,Autocad Draftsman,Lyp Group,Phnom Penh,Full-time,Construction & Engineering,,,,,,4,master,project management; structural analysis; english; concrete design; ms project; surveying; safety management,"We are looking for a talented AutoCAD Draftsman to join our team at LYP Group. The candidate will be responsible for contributing to our construction & engineering operations in Phnom Penh. Required skills include: project management, structural analysis, english. Minimum 4 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
KhmerOnline,Investment Analyst,Chip Mong Bank,Phnom Penh,Full-time,Banking & Finance,454,3505,1979.5,3051,USD,0,master,bloomberg; risk management; excel; loan processing,"We are looking for a talented Investment Analyst to join our team at Chip Mong Bank. The candidate will be responsible for contributing to our banking & finance operations in Phnom Penh. Required skills include: bloomberg, risk management, excel. No experience required — training provided. Education: Master degree or equivalent preferred."
Khmer24,Investment Analyst,Phillip Bank,Phnom Penh,Freelance,Banking & Finance,425.61,3200,1812.805,2774.39,USD,0,bachelor,financial modeling; khmer; bloomberg; excel; risk management; english; sql,"We are looking for a talented Investment Analyst to join our team at Phillip Bank. The candidate will be responsible for contributing to our banking & finance operations in Phnom Penh. Required skills include: financial modeling, khmer, bloomberg. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
BongThom,Access Control Officer,Securitas Cambodia,Phnom Penh,Internship,Security & Safety,168,530,349,362,USD,0,high school,khmer; report writing; first aid; cctv; teamwork; integrity; physical fitness,"We are looking for a talented Access Control Officer to join our team at Securitas Cambodia. The candidate will be responsible for contributing to our security & safety operations in Phnom Penh. This is an internship opportunity suitable for fresh graduates. Required skills include: khmer, report writing, first aid. No experience required — training provided. Education: High School degree or equivalent preferred."
Khmer24,Treasury Analyst,Lolc Cambodia,Phnom Penh,Full-time,Banking & Finance,,,,,,0,bachelor,khmer; financial modeling; english; risk management; sql; credit analysis; bloomberg; loan processing,"We are looking for a talented Treasury Analyst to join our team at LOLC Cambodia. The candidate will be responsible for contributing to our banking & finance operations in Phnom Penh. Required skills include: khmer, financial modeling, english. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
Khmer24,Ap/Ar Specialist,Rsm Cambodia,Siem Reap,Part-time,Accounting & Audit,329,5715,3022,5386,USD,3,bachelor,attention to detail; tax law; khmer; excel; accounting standards,"We are looking for a talented AP/AR Specialist to join our team at RSM Cambodia. The candidate will be responsible for contributing to our accounting & audit operations in Siem Reap. Required skills include: attention to detail, tax law, khmer. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Grants Manager,World Vision Cambodia,Siem Reap,Full-time,Ngo & Development,275,5819,3047,5544,USD,0,bachelor,donor relations; project management; advocacy; report writing; english; data collection,"We are looking for a talented Grants Manager to join our team at World Vision Cambodia. The candidate will be responsible for contributing to our ngo & development operations in Siem Reap. Required skills include: donor relations, project management, advocacy. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
Khmer24,Sample Maker,Anacle Garment,Phnom Penh,Full-time,Garment & Textile,143,624,383.5,481,USD,0,high school,teamwork; machine operation; khmer; attention to detail; sewing,"We are looking for a talented Sample Maker to join our team at Anacle Garment. The candidate will be responsible for contributing to our garment & textile operations in Phnom Penh. Required skills include: teamwork, machine operation, khmer. No experience required — training provided. Education: High School degree or equivalent preferred."
CamHR,Training Facilitator,Pannasastra University,Phnom Penh,Contract,Education & Training,363,2648,1505.5,2285,USD,1,master,reporting; e-learning; classroom management; khmer,"We are looking for a talented Training Facilitator to join our team at Pannasastra University. The candidate will be responsible for contributing to our education & training operations in Phnom Penh. Required skills include: reporting, e-learning, classroom management. Minimum 1 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
KhmerOnline,Store Manager,Lucky Supermarket,Kampot,Freelance,Retail & Sales,,,,,,5,bachelor,pos system; communication; target driven; customer service,"We are looking for a talented Store Manager to join our team at Lucky Supermarket. The candidate will be responsible for contributing to our retail & sales operations in Kampot. Required skills include: pos system, communication, target driven. Minimum 5 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
Khmer24,Hr Officer,Manpowergroup,Remote,Full-time,Human Resources,303.17,2390.98,1347.075,2087.81,USD,1,bachelor,conflict resolution; english; labor law; training; recruitment; khmer; communication; payroll,"We are looking for a talented HR Officer to join our team at ManpowerGroup. The candidate will be responsible for contributing to our human resources operations in Remote. Required skills include: conflict resolution, english, labor law. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Early Childhood Educator,Pannasastra University,Phnom Penh,Part-time,Education & Training,216,2903,1559.5,2687,USD,1,bachelor,curriculum design; classroom management; communication; reporting; ms office,"We are looking for a talented Early Childhood Educator to join our team at Pannasastra University. The candidate will be responsible for contributing to our education & training operations in Phnom Penh. Required skills include: curriculum design, classroom management, communication. Minimum 1 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
